Freq.	V(n007)/V(n010)	V(n002)/V(n010)	V(n004)/V(n002)	V(n004)/V(n010)	V(n004)	V(p002)
5.62341325190348e+03	(-2.57125151884074e-04dB,-9.60806185855448e-02°)	(-2.63808073775857e+01dB,-8.78164218931549e+01°)	(-2.77402979260888e+01dB,-8.72246734219746e+01°)	(-5.41211053036745e+01dB,-1.75041095315129e+02°)	(-9.41211053036745e+01dB,-1.75041095315129e+02°)	(-6.63962846980981e+01dB,-8.44392450190531e+01°)
5.75439937337156e+03	(-2.57092734417369e-04dB,-9.83188886482621e-02°)	(-2.61755060865461e+01dB,-8.79042979709278e+01°)	(-2.75357954797254e+01dB,-8.73156209094315e+01°)	(-5.37113015662715e+01dB,-1.75219918880359e+02°)	(-9.37113015662715e+01dB,-1.75219918880359e+02°)	(-6.61903048885309e+01dB,-8.46038512854901e+01°)
5.88843655355588e+03	(-2.57058988012276e-04dB,-1.00609285814545e-01°)	(-2.59700017127185e+01dB,-8.79911048936876e+01°)	(-2.73311414737405e+01dB,-8.74051794847438e+01°)	(-5.33011431864590e+01dB,-1.75396284378431e+02°)	(-9.33011431864590e+01dB,-1.75396284378431e+02°)	(-6.59841524437283e+01dB,-8.47656539401776e+01°)
6.02559586074357e+03	(-2.57023839318928e-04dB,-1.02953024262423e-01°)	(-2.57642821933763e+01dB,-8.80768902418373e+01°)	(-2.71263257945389e+01dB,-8.74933969865857e+01°)	(-5.28906079879152e+01dB,-1.75570287228423e+02°)	(-9.28906079879152e+01dB,-1.75570287228423e+02°)	(-6.57778139396846e+01dB,-8.49247393012428e+01°)
6.16595001861481e+03	(-2.56987211842696e-04dB,-1.05351346436301e-01°)	(-2.55583349698665e+01dB,-8.81617012726948e+01°)	(-2.69213379594576e+01dB,-8.75803207130419e+01°)	(-5.24796729293241e+01dB,-1.75742021985737e+02°)	(-9.24796729293241e+01dB,-1.75742021985737e+02°)	(-6.55712755169946e+01dB,-8.50811925329600e+01°)
6.30957344480192e+03	(-2.56949025712741e-04dB,-1.07805523704461e-01°)	(-2.53521469571871e+01dB,-8.82455849554311e+01°)	(-2.67161670921723e+01dB,-8.76659974499307e+01°)	(-5.20683140493593e+01dB,-1.75911582405362e+02°)	(-9.20683140493593e+01dB,-1.75911582405362e+02°)	(-6.53645228477757e+01dB,-8.52350976962931e+01°)
6.45654229034654e+03	(-2.56909197542188e-04dB,-1.10316857031787e-01°)	(-2.51457045120568e+01dB,-8.83285880071164e+01°)	(-2.65108018970140e+01dB,-8.77504734997601e+01°)	(-5.16565064090707e+01dB,-1.76079061506876e+02°)	(-9.16565064090707e+01dB,-1.76079061506876e+02°)	(-6.51575411011943e+01dB,-8.53865378004095e+01°)
6.60693448007595e+03	(-2.56867640209208e-04dB,-1.12886677668075e-01°)	(-2.49389933993692e+01dB,-8.84107569299696e+01°)	(-2.63052306321180e+01dB,-8.78337947113640e+01°)	(-5.12442240314872e+01dB,-1.76244551641334e+02°)	(-9.12442240314872e+01dB,-1.76244551641334e+02°)	(-6.49503149074863e+01dB,-8.55355948552508e+01°)
6.76082975391980e+03	(-2.56824262647765e-04dB,-1.15516347852294e-01°)	(-2.47319987569167e+01dB,-8.84921380499156e+01°)	(-2.60994410813214e+01dB,-8.79160065102725e+01°)	(-5.08314398382381e+01dB,-1.76408144560188e+02°)	(-9.08314398382381e+01dB,-1.76408144560188e+02°)	(-6.47428283203525e+01dB,-8.56823499252557e+01°)
6.91830970918935e+03	(-2.56778969623874e-04dB,-1.18207261533141e-01°)	(-2.45247050582615e+01dB,-8.85727775565675e+01°)	(-2.58934205247197e+01dB,-8.79971539298732e+01°)	(-5.04181255829811e+01dB,-1.76569931486441e+02°)	(-9.04181255829812e+01dB,-1.76569931486441e+02°)	(-6.45350647776016e+01dB,-8.58268831843425e+01°)
7.07945784384136e+03	(-2.56731661509951e-04dB,-1.20960845106261e-01°)	(-2.43170960736221e+01dB,-8.86527215447607e+01°)	(-2.56871557077869e+01dB,-8.80772816434332e+01°)	(-5.00042517814090e+01dB,-1.76730003188194e+02°)	(-9.00042517814090e+01dB,-1.76730003188194e+02°)	(-6.43270070599040e+01dB,-8.59692739722702e+01°)
7.24435960074989e+03	(-2.56682234036003e-04dB,-1.23778558168530e-01°)	(-2.41091548286326e+01dB,-8.87320160577798e+01°)	(-2.54806328089583e+01dB,-8.81564339970530e+01°)	(-4.95897876375909e+01dB,-1.76888450054833e+02°)	(-8.95897876375909e+01dB,-1.76888450054833e+02°)	(-6.41186372475127e+01dB,-8.61096008525138e+01°)
7.41310241300916e+03	(-2.56630578032152e-04dB,-1.26661894289786e-01°)	(-2.39008635608223e+01dB,-8.88107071324338e+01°)	(-2.52738374055652e+01dB,-8.82346550436354e+01°)	(-4.91747009663875e+01dB,-1.77045362176069e+02°)	(-8.91747009663875e+01dB,-1.77045362176069e+02°)	(-6.39099366747911e+01dB,-8.62479416718017e+01°)
7.58577575029182e+03	(-2.56576579131607e-04dB,-1.29612381802366e-01°)	(-2.36922036736510e+01dB,-8.88888408461487e+01°)	(-2.50667544380056e+01dB,-8.83119885779606e+01°)	(-4.87589581116565e+01dB,-1.77200829424109e+02°)	(-8.87589581116565e+01dB,-1.77200829424109e+02°)	(-6.37008858823823e+01dB,-8.63843736214805e+01°)
7.76247116628690e+03	(-2.56520117550795e-04dB,-1.32631584608899e-01°)	(-2.34831556879213e+01dB,-8.89664633662662e+01°)	(-2.48593681720249e+01dB,-8.83884781729669e+01°)	(-4.83425238599462e+01dB,-1.77354941539233e+02°)	(-8.83425238599462e+01dB,-1.77354941539233e+02°)	(-6.34914645668371e+01dB,-8.65189733008903e+01°)
7.94328234724280e+03	(-2.56461067693011e-04dB,-1.35721103008718e-01°)	(-2.32736991903769e+01dB,-8.90436210017542e+01°)	(-2.46516621589718e+01dB,-8.84641672173483e+01°)	(-4.79253613493487e+01dB,-1.77507788219102e+02°)	(-8.79253613493487e+01dB,-1.77507788219102e+02°)	(-6.32816515275043e+01dB,-8.66518167829537e+01°)
8.12830516164097e+03	(-2.56399297889971e-04dB,-1.38882574543363e-01°)	(-2.30638127792763e+01dB,-8.91203602575568e+01°)	(-2.44436191938840e+01dB,-8.85390989545909e+01°)	(-4.75074319731603e+01dB,-1.77659459212148e+02°)	(-8.75074319731603e+01dB,-1.77659459212148e+02°)	(-6.30714246104740e+01dB,-8.67829796822020e+01°)
8.31763771102669e+03	(-2.56334670036319e-04dB,-1.42117674861558e-01°)	(-2.28534740067203e+01dB,-8.91967278918333e+01°)	(-2.42352212712467e+01dB,-8.86133165235826e+01°)	(-4.70886952779670e+01dB,-1.77810044415416e+02°)	(-8.70886952779670e+01dB,-1.77810044415416e+02°)	(-6.28607606493421e+01dB,-8.69125372254867e+01°)
8.51138038202374e+03	(-2.56267039227037e-04dB,-1.45428118604096e-01°)	(-2.26426593174842e+01dB,-8.92727709763636e+01°)	(-2.40264495382566e+01dB,-8.86868630009436e+01°)	(-4.66691088557408e+01dB,-1.77959633977307e+02°)	(-8.66691088557408e+01dB,-1.77959633977307e+02°)	(-6.26496354025519e+01dB,-8.70405643256514e+01°)
8.70963589956079e+03	(-2.56196253364943e-04dB,-1.48815660309118e-01°)	(-2.24313439840924e+01dB,-8.93485369604235e+01°)	(-2.38172842454076e+01dB,-8.87597814452424e+01°)	(-4.62486282295000e+01dB,-1.78108318405666e+02°)	(-8.62486282295000e+01dB,-1.78108318405666e+02°)	(-6.24380234870415e+01dB,-8.71671356584653e+01°)
8.91250938133744e+03	(-2.56122152754706e-04dB,-1.52282095338158e-01°)	(-2.22195020378452e+01dB,-8.94240737384666e+01°)	(-2.36077046942015e+01dB,-8.88321149432748e+01°)	(-4.58272067320467e+01dB,-1.78256188681741e+02°)	(-8.58272067320467e+01dB,-1.78256188681741e+02°)	(-6.22258983079064e+01dB,-8.72923257431558e+01°)
9.12010839355908e+03	(-2.56044569695885e-04dB,-1.55829260823542e-01°)	(-2.20071061954828e+01dB,-8.94994297219862e+01°)	(-2.33976891817713e+01dB,-8.89039066586062e+01°)	(-4.54047953772541e+01dB,-1.78403336380592e+02°)	(-8.54047953772541e+01dB,-1.78403336380592e+02°)	(-6.20132319837599e+01dB,-8.74162090269112e+01°)
9.33254300796989e+03	(-2.55963327961216e-04dB,-1.59459036637408e-01°)	(-2.17941277811438e+01dB,-8.95746539159657e+01°)	(-2.31872149421842e+01dB,-8.89751998825935e+01°)	(-4.49813427233280e+01dB,-1.78549853798559e+02°)	(-8.49813427233279e+01dB,-1.78549853798559e+02°)	(-6.17999952674457e+01dB,-8.75388599737641e+01°)
9.54992586021434e+03	(-2.55878242356863e-04dB,-1.63173346383055e-01°)	(-2.15805366432444e+01dB,-8.96497960003775e+01°)	(-2.29762580841748e+01dB,-8.90460380881294e+01°)	(-4.45567947274192e+01dB,-1.78695834088507e+02°)	(-8.45567947274192e+01dB,-1.78695834088507e+02°)	(-6.15861574617253e+01dB,-8.76603531583130e+01°)
9.77237220955809e+03	(-2.55789118153451e-04dB,-1.66974158408871e-01°)	(-2.13663010658676e+01dB,-8.97249064172337e+01°)	(-2.27647935250350e+01dB,-8.91164649863734e+01°)	(-4.41310945909027e+01dB,-1.78841371403607e+02°)	(-8.41310945909027e+01dB,-1.78841371403607e+02°)	(-6.13716863295298e+01dB,-8.77807633647890e+01°)
9.99999999999998e+03	(-2.55695750556639e-04dB,-1.70863486845545e-01°)	(-2.11513876742155e+01dB,-8.98000364637510e+01°)	(-2.25527949203640e+01dB,-8.91865245867643e+01°)	(-4.37041825945795e+01dB,-1.78986561050515e+02°)	(-8.37041825945795e+01dB,-1.78986561050515e+02°)	(-6.11565479983234e+01dB,-8.79001656920288e+01°)
1.02329299228075e+04	(-2.55597924082215e-04dB,-1.74843392666850e-01°)	(-2.09357613336324e+01dB,-8.98752383922566e+01°)	(-2.23402345893551e+01dB,-8.92562612606400e+01°)	(-4.32759959229875e+01dB,-1.79131499652897e+02°)	(-8.32759959229875e+01dB,-1.79131499652897e+02°)	(-6.09407068580880e+01dB,-8.80186356649829e+01°)
1.04712854805090e+04	(-2.55495411918658e-04dB,-1.78915984774656e-01°)	(-2.07193850416611e+01dB,-8.99505655175290e+01°)	(-2.21270834352668e+01dB,-8.93257198088224e+01°)	(-4.28464684769279e+01dB,-1.79276285326351e+02°)	(-8.28464684769279e+01dB,-1.79276285326351e+02°)	(-6.07241254523858e+01dB,-8.81362493534550e+01°)
1.07151930523760e+04	(-2.55387975228951e-04dB,-1.83083421108601e-01°)	(-2.05022198125386e+01dB,-9.00260723323518e+01°)	(-2.19133108606934e+01dB,-8.93949455335686e+01°)	(-4.24155306732321e+01dB,-1.79421017865920e+02°)	(-8.24155306732321e+01dB,-1.79421017865920e+02°)	(-6.05067643619062e+01dB,-8.82530834988505e+01°)
1.09647819614318e+04	(-2.55275362429240e-04dB,-1.87347909780932e-01°)	(-2.02842245534797e+01dB,-9.01018146321474e+01°)	(-2.16988846772132e+01dB,-8.94639843153304e+01°)	(-4.19831092306929e+01dB,-1.79565798947478e+02°)	(-8.19831092306929e+01dB,-1.79565798947478e+02°)	(-6.02885820798432e+01dB,-8.83692156498066e+01°)
1.12201845430196e+04	(-2.55157308355635e-04dB,-1.91711710237053e-01°)	(-2.00653559320294e+01dB,-9.01778496496607e+01°)	(-2.14837710089536e+01dB,-8.95328826948137e+01°)	(-4.15491269409830e+01dB,-1.79710732344474e+02°)	(-8.15491269409830e+01dB,-1.79710732344474e+02°)	(-6.00695348783823e+01dB,-8.84847243076723e+01°)
1.14815362149688e+04	(-2.55033533457047e-04dB,-1.96177134442298e-01°)	(-1.98455682336913e+01dB,-9.02542362007807e+01°)	(-2.12679341895669e+01dB,-8.96016879608868e+01°)	(-4.11135024232582e+01dB,-1.79855924161667e+02°)	(-8.11135024232582e+01dB,-1.79855924161667e+02°)	(-5.98495766655015e+01dB,-8.85996890829321e+01°)
1.17489755493953e+04	(-2.54903742799010e-04dB,-2.00746548095363e-01°)	(-1.96248132089534e+01dB,-9.03310348427199e+01°)	(-2.10513366520623e+01dB,-8.96704482449454e+01°)	(-4.06761498610158e+01dB,1.79998516912335e+02°)	(-8.06761498610158e+01dB,1.79998516912335e+02°)	(-5.96286588312082e+01dB,-8.87141908637946e+01°)
1.20226443461741e+04	(-2.54767625126330e-04dB,-2.05422371869095e-01°)	(-1.94030399087416e+01dB,-9.04083080459245e+01°)	(-2.08339388108819e+01dB,-8.97392126224185e+01°)	(-4.02369787196235e+01dB,1.79852479331657e+02°)	(-8.02369787196235e+01dB,1.79852479331657e+02°)	(-5.94067300822383e+01dB,-8.88283119983215e+01°)
1.23026877081238e+04	(-2.54624851765655e-04dB,-2.10207082678940e-01°)	(-1.91801945072215e+01dB,-9.04861203812595e+01°)	(-2.06156989355485e+01dB,-8.98080312221723e+01°)	(-3.97958934427701e+01dB,1.79705848396568e+02°)	(-7.97958934427701e+01dB,1.79705848396568e+02°)	(-5.91837362641390e+01dB,-8.89421364916463e+01°)
1.25892541179416e+04	(-2.54475075413280e-04dB,-2.15103214979697e-01°)	(-1.89562201107544e+01dB,-9.05645387242145e+01°)	(-2.03965730151445e+01dB,-8.98769553446668e+01°)	(-3.93527931258988e+01dB,1.79558505931119e+02°)	(-7.93527931258988e+01dB,1.79558505931119e+02°)	(-5.89596201695373e+01dB,-8.90557502200295e+01°)
1.28824955169313e+04	(-2.54317928919101e-04dB,-2.20113362091071e-01°)	(-1.87310565516727e+01dB,-9.06436324780998e+01°)	(-2.01765146128001e+01dB,-8.99460375898182e+01°)	(-3.89075711644728e+01dB,1.79410329932082e+02°)	(-7.89075711644728e+01dB,1.79410329932082e+02°)	(-5.87343213312607e+01dB,-8.91692411637255e+01°)
1.31825673855640e+04	(-2.54153023848761e-04dB,-2.25240177552465e-01°)	(-1.85046401653937e+01dB,-9.07234738184674e+01°)	(-1.99554747092869e+01dB,-9.00153319956402e+01°)	(-3.84601148746807e+01dB,1.79261194185892e+02°)	(-7.84601148746807e+01dB,1.79261194185892e+02°)	(-5.85077757988252e+01dB,-8.92826996608991e+01°)
1.34896288259165e+04	(-2.53979949034237e-04dB,-2.30486376507514e-01°)	(-1.82769035492124e+01dB,-9.08041379612903e+01°)	(-1.97334015347103e+01dB,-9.00848941888698e+01°)	(-3.80103050839226e+01dB,1.79110967849840e+02°)	(-7.80103050839226e+01dB,1.79110967849840e+02°)	(-5.82799158966321e+01dB,-8.93962186851286e+01°)
1.38038426460288e+04	(-2.53798268837997e-04dB,-2.35854737118873e-01°)	(-1.80477753009197e+01dB,-9.08857034577833e+01°)	(-1.95102403871869e+01dB,-9.01547815489371e+01°)	(-3.75580156881067e+01dB,1.78959514993280e+02°)	(-7.75580156881067e+01dB,1.78959514993280e+02°)	(-5.80506699620177e+01dB,-8.95098941493835e+01°)
1.41253754462275e+04	(-2.53607521424888e-04dB,-2.41348102013674e-01°)	(-1.78171797351708e+01dB,-9.09682525191493e+01°)	(-1.92859334372691e+01dB,-9.02250533868135e+01°)	(-3.71031131724399e+01dB,1.78806694094037e+02°)	(-7.71031131724399e+01dB,1.78806694094037e+02°)	(-5.78199620610800e+01dB,-8.96238252397671e+01°)
1.44543977074592e+04	(-2.53407216728314e-04dB,-2.46969379759980e-01°)	(-1.75850365752684e+01dB,-9.10518713750057e+01°)	(-1.90604195167346e+01dB,-9.02957711404754e+01°)	(-3.66454560920031e+01dB,1.78652357484519e+02°)	(-7.66454560920031e+01dB,1.78652357484519e+02°)	(-5.75877116799457e+01dB,-8.97381147827795e+01°)
1.47910838816820e+04	(-2.53196834279480e-04dB,-2.52721546374781e-01°)	(-1.73512606177392e+01dB,-9.11366506697849e+01°)	(-1.88336338902049e+01dB,-9.03669985889489e+01°)	(-3.61848945079441e+01dB,1.78496350741266e+02°)	(-7.61848945079441e+01dB,1.78496350741266e+02°)	(-5.73538333888555e+01dB,-8.98528696504057e+01°)
1.51356124843620e+04	(-2.52975820795549e-04dB,-2.58607646863759e-01°)	(-1.71157613667445e+01dB,-9.12226859020404e+01°)	(-1.86055080078712e+01dB,-9.04388020871718e+01°)	(-3.57212693746157e+01dB,1.78338512010788e+02°)	(-7.57212693746157e+01dB,1.78338512010788e+02°)	(-5.71182364761073e+01dB,-8.99682012079608e+01°)
1.54881661891248e+04	(-2.52743587494888e-04dB,-2.64630796793109e-01°)	(-1.68784426349843e+01dB,-9.13100779123287e+01°)	(-1.83759692374050e+01dB,-9.05112508242147e+01°)	(-3.52544118723892e+01dB,1.78178671263457e+02°)	(-7.52544118723892e+01dB,1.78178671263457e+02°)	(-5.68808245485158e+01dB,-9.00842258103736e+01°)
1.58489319246111e+04	(-2.52499507179901e-04dB,-2.70794183893689e-01°)	(-1.66392021073117e+01dB,-9.13989334262088e+01°)	(-1.81449405728927e+01dB,-9.05844171077618e+01°)	(-3.47841426802044e+01dB,1.78016649466029e+02°)	(-7.47841426802044e+01dB,1.78016649466029e+02°)	(-5.66414950946052e+01dB,-9.02010653534521e+01°)
1.62181009735893e+04	(-2.52242910886878e-04dB,-2.77101069697567e-01°)	(-1.63979308627667e+01dB,-9.14893656599200e+01°)	(-1.79123403183711e+01dB,-9.06583766781667e+01°)	(-3.43102711811377e+01dB,1.77852257661913e+02°)	(-7.43102711811377e+01dB,1.77852257661913e+02°)	(-5.64001390062424e+01dB,-9.03188478877031e+01°)
1.65958690743756e+04	(-2.51973084233023e-04dB,-2.83554791207104e-01°)	(-1.61545128501474e+01dB,-9.15814949975079e+01°)	(-1.76780817432295e+01dB,-9.07332090558812e+01°)	(-3.38325945933769e+01dB,1.77685295946611e+02°)	(-7.38325945933769e+01dB,1.77685295946611e+02°)	(-5.61566400538290e+01dB,-9.04377083034806e+01°)
1.69824365246174e+04	(-2.51689263299645e-04dB,-2.90158762596374e-01°)	(-1.59088243115560e+01dB,-9.16754497495909e+01°)	(-1.74420727064012e+01dB,-9.08089979266192e+01°)	(-3.33508970179572e+01dB,1.77515552323790e+02°)	(-7.33508970179572e+01dB,1.77515552323790e+02°)	(-5.59108743094889e+01dB,-9.05577890976659e+01°)
1.73780082874937e+04	(-2.51390629984946e-04dB,-2.96916476944870e-01°)	(-1.56607331475607e+01dB,-9.17713670056554e+01°)	(-1.72042152458560e+01dB,-9.08858315692776e+01°)	(-3.28649483934167e+01dB,1.77342801425067e+02°)	(-7.28649483934167e+01dB,1.77342801425067e+02°)	(-5.56627095118911e+01dB,-9.06792412337745e+01°)
1.77827941003892e+04	(-2.51076306800386e-04dB,-3.03831508002846e-01°)	(-1.54100982166883e+01dB,-9.18693935937801e+01°)	(-1.69644051294494e+01dB,-9.09638033324099e+01°)	(-3.23745033461377e+01dB,1.77166803073810e+02°)	(-7.23745033461377e+01dB,1.77166803073810e+02°)	(-5.54120043654248e+01dB,-9.08022251094043e+01°)
1.81970085860998e+04	(-2.50745350964988e-04dB,-3.10907511988079e-01°)	(-1.51567685608807e+01dB,-9.19696871641018e+01°)	(-1.67225313626418e+01dB,-9.10430121659612e+01°)	(-3.18792999235225e+01dB,1.76987300669937e+02°)	(-7.18792999235225e+01dB,1.76987300669937e+02°)	(-5.51586077653558e+01dB,-9.09269116473453e+01°)
1.86208713666286e+04	(-2.50396747664535e-04dB,-3.18148229412763e-01°)	(-1.49005825472727e+01dB,-9.20724174152210e+01°)	(-1.64784756479853e+01dB,-9.11235632160483e+01°)	(-3.13790581952580e+01dB,1.76804019368731e+02°)	(-7.13790581952580e+01dB,1.76804019368731e+02°)	(-5.49023579393253e+01dB,-9.10534835295639e+01°)
1.90546071796324e+04	(-2.50029402436083e-04dB,-3.25557486939748e-01°)	(-1.46413669151549e+01dB,-9.21777674862214e+01°)	(-1.62321117905517e+01dB,-9.12055684918433e+01°)	(-3.08734787057066e+01dB,1.76616664021935e+02°)	(-7.08734787057066e+01dB,1.76616664021935e+02°)	(-5.46430814940540e+01dB,-9.11821365967511e+01°)
1.94984459975804e+04	(-2.49642132404906e-04dB,-3.33139199266316e-01°)	(-1.43789357152173e+01dB,-9.22859355411816e+01°)	(-1.59833050426366e+01dB,-9.12891476151340e+01°)	(-3.03622407578539e+01dB,1.76424916843684e+02°)	(-7.03622407578539e+01dB,1.76424916843684e+02°)	(-5.43805923543449e+01dB,-9.13130814403271e+01°)
1.99526231496887e+04	(-2.49233656193532e-04dB,-3.40897371033630e-01°)	(-1.41130891260712e+01dB,-9.23971365781508e+01°)	(-1.57319113800962e+01dB,-9.13744286649393e+01°)	(-2.98450005061675e+01dB,1.76228434756910e+02°)	(-6.98450005061675e+01dB,1.76228434756910e+02°)	(-5.41146905793860e+01dB,-9.14465452188957e+01°)
2.04173794466952e+04	(-2.48802582338921e-04dB,-3.48836098759276e-01°)	(-1.38436121305577e+01dB,-9.25116045007727e+01°)	(-1.54777767015219e+01dB,-9.14615491317199e+01°)	(-2.93213888320795e+01dB,1.76026846367507e+02°)	(-6.93213888320795e+01dB,1.76026846367507e+02°)	(-5.38451610388607e+01dB,-9.15827737373520e+01°)
2.08929613085403e+04	(-2.48347395790598e-04dB,-3.56959572789547e-01°)	(-1.35702730313734e+01dB,-9.26295944983424e+01°)	(-1.52207359401098e+01dB,-9.15506569983131e+01°)	(-2.87910089714833e+01dB,1.75819748503345e+02°)	(-6.87910089714833e+01dB,1.75819748503345e+02°)	(-5.35717719283971e+01dB,-9.17220338344539e+01°)
2.13796208950222e+04	(-2.47866442229340e-04dB,-3.65272079267466e-01°)	(-1.32928217819797e+01dB,-9.27513857894235e+01°)	(-1.49606120764917e+01dB,-9.16419119678538e+01°)	(-2.82534338584713e+01dB,1.75606702242723e+02°)	(-6.82534338584713e+01dB,1.75606702242723e+02°)	(-5.32942731003229e+01dB,-9.18646161340140e+01°)
2.18776162394954e+04	(-2.47357909689556e-04dB,-3.73778002111258e-01°)	(-1.30109881044652e+01dB,-9.28772847957022e+01°)	(-1.46972150389082e+01dB,-9.17354868627193e+01°)	(-2.77082031433733e+01dB,1.75387228341578e+02°)	(-6.77082031433733e+01dB,1.75387228341578e+02°)	(-5.30123941814002e+01dB,-9.20108382264199e+01°)
2.23872113856833e+04	(-2.46819806927937e-04dB,-3.82481824996886e-01°)	(-1.27244793608478e+01dB,-9.30076288270847e+01°)	(-1.44303404748739e+01dB,-9.18315692231375e+01°)	(-2.71548198357217e+01dB,1.75160801949778e+02°)	(-6.71548198357217e+01dB,1.75160801949778e+02°)	(-5.27258424440250e+01dB,-9.21610483615332e+01°)
2.29086765276776e+04	(-2.46249937939537e-04dB,-3.91388133336398e-01°)	(-1.24329781379990e+01dB,-9.31427903769469e+01°)	(-1.41597683758156e+01dB,-9.19303631397015e+01°)	(-2.65927465138146e+01dB,1.74926846483352e+02°)	(-6.65927465138146e+01dB,1.74926846483352e+02°)	(-5.24343003910790e+01dB,-9.23156297519161e+01°)
2.34422881531991e+04	(-2.45645871522877e-04dB,-4.00501616242019e-01°)	(-1.21361394986891e+01dB,-9.32831821489047e+01°)	(-1.38852615329814e+01dB,-9.20320913609143e+01°)	(-2.60214010316705e+01dB,1.74684726490181e+02°)	(-6.60214010316705e+01dB,1.74684726490181e+02°)	(-5.21374230069358e+01dB,-9.24750056078158e+01°)
2.39883291901948e+04	(-2.45004904975056e-04dB,-4.09827068463064e-01°)	(-1.18335878418347e+01dB,-9.34292629648439e+01°)	(-1.36065637990865e+01dB,-9.21369977253492e+01°)	(-2.54401516409212e+01dB,1.74433739309807e+02°)	(-6.54401516409212e+01dB,1.74433739309807e+02°)	(-5.18348346177047e+01dB,-9.26396450537058e+01°)
2.45470891568502e+04	(-2.44324020463588e-04dB,-4.19369392279710e-01°)	(-1.15249133034164e+01dB,-9.35815447399873e+01°)	(-1.33233981255479e+01dB,-9.22453499784948e+01°)	(-2.48483114289643e+01dB,1.74173105281518e+02°)	(-6.48483114289643e+01dB,1.74173105281518e+02°)	(-5.15261252921892e+01dB,-9.28100701122433e+01°)
2.51188643150957e+04	(-2.43599832220532e-04dB,-4.29133599333456e-01°)	(-1.12096676151596e+01dB,-9.37406007568650e+01°)	(-1.30354643395573e+01dB,-9.23574430473890e+01°)	(-2.42451319547170e+01dB,1.73901956195746e+02°)	(-6.42451319547170e+01dB,1.73901956195746e+02°)	(-5.12108467006558e+01dB,-9.29868639876035e+01°)
2.57039578276885e+04	(-2.42828522207817e-04dB,-4.39124812368486e-01°)	(-1.08873593201476e+01dB,-9.39070755293999e+01°)	(-1.27424366184369e+01dB,-9.24736028624540e+01°)	(-2.36297959385844e+01dB,1.73619321608146e+02°)	(-6.36297959385844e+01dB,1.73619321608146e+02°)	(-5.08885073305937e+01dB,-9.31706809395164e+01°)
2.63026799189537e+04	(-2.42005761380988e-04dB,-4.49348266851778e-01°)	(-1.05574482220795e+01dB,-9.40816966252871e+01°)	(-1.24439606103838e+01dB,-9.25941908364586e+01°)	(-2.30014088324633e+01dB,1.73324112538254e+02°)	(-6.30014088324633e+01dB,1.73324112538254e+02°)	(-5.05585669361878e+01dB,-9.33622581163272e+01°)
2.69153480392691e+04	(-2.41126612401766e-04dB,-4.59809312430351e-01°)	(-1.02193389165570e+01dB,-9.42652889154469e+01°)	(-1.21396501404669e+01dB,-9.27196091364941e+01°)	(-2.23589890570238e+01dB,1.73015101948059e+02°)	(-6.23589890570238e+01dB,1.73015101948059e+02°)	(-5.02204300699008e+01dB,-9.35624298160293e+01°)
2.75422870333816e+04	(-2.40185408712491e-04dB,-4.70513414172706e-01°)	(-9.87237321680664e+00dB,-9.44587918518819e+01°)	(-1.18290834280723e+01dB,-9.28503069179148e+01°)	(-2.17014566448789e+01dB,1.72690901230203e+02°)	(-6.17014566448789e+01dB,1.72690901230203e+02°)	(-4.98734385085929e+01dB,-9.37721447768162e+01°)
2.81838293126444e+04	(-2.39175603079297e-04dB,-4.81466153526248e-01°)	(-9.51582124025767e+00dB,-9.46632805514545e+01°)	(-1.15117987262503e+01dB,-9.29867877315781e+01°)	(-2.10276199665080e+01dB,1.72349931716967e+02°)	(-6.10276199665080e+01dB,1.72349931716967e+02°)	(-4.95168623406156e+01dB,-9.39924872749296e+01°)
2.88403150312660e+04	(-2.38089576071434e-04dB,-4.92673228901719e-01°)	(-9.14887086313829e+00dB,-9.48799916994295e+01°)	(-1.11872892737261e+01dB,-9.31296183704470e+01°)	(-2.03361601368644e+01dB,1.71990389930123e+02°)	(-6.03361601368644e+01dB,1.71990389930123e+02°)	(-4.91498894210763e+01dB,-9.42247030439808e+01°)
2.95120922666637e+04	(-2.36918392131179e-04dB,-5.04140455768989e-01°)	(-8.77061517334495e+00dB,-9.51103556067727e+01°)	(-1.08549974255564e+01dB,-9.32794394928008e+01°)	(-1.96256125989013e+01dB,1.71610204900427e+02°)	(-5.96256125989013e+01dB,1.71610204900427e+02°)	(-4.87716128255632e+01dB,-9.44702313501473e+01°)
3.01995172040200e+04	(-2.35651485582910e-04dB,-5.15873766111517e-01°)	(-8.38003745115843e+00dB,-9.53560361934368e+01°)	(-1.05143077970250e+01dB,-9.34369784526221e+01°)	(-1.88943452481834e+01dB,1.71206985353941e+02°)	(-5.88943452481834e+01dB,1.71206985353941e+02°)	(-4.83810158319531e+01dB,-9.47307449960059e+01°)
3.09029543251358e+04	(-2.34276252701264e-04dB,-5.27879207037002e-01°)	(-7.97599307445558e+00dB,-9.56189812765539e+01°)	(-1.01645392153240e+01dB,-9.36030648911071e+01°)	(-1.81405322897796e+01dB,1.70777953832339e+02°)	(-5.81405322897796e+01dB,1.70777953832339e+02°)	(-4.79769538270165e+01dB,-9.50082006325893e+01°)
