Freq.	V(n007)/V(n010)	V(n002)/V(n010)	V(n004)/V(n002)	V(n004)/V(n010)	V(n004)	V(p002)
1.90546071796324e+05	(3.01923461189512e-04dB,-3.26000739534129e+00°)	(-1.75680050344938e+01dB,8.33981381504038e+01°)	(-1.68323983707587e+01dB,8.61740507720834e+01°)	(-3.44004034052524e+01dB,1.69572188922487e+02°)	(-7.44004034052524e+01dB,1.69572188922487e+02°)	(-5.75682669654940e+01dB,8.35000708911172e+01°)
1.94984459975803e+05	(3.27832098729911e-04dB,-3.33602935586266e+00°)	(-1.77963472468386e+01dB,8.31622953455449e+01°)	(-1.70695045017711e+01dB,8.60036593230410e+01°)	(-3.48658517486097e+01dB,1.69165954668586e+02°)	(-7.48658517486097e+01dB,1.69165954668586e+02°)	(-5.77966087363568e+01dB,8.32618978815028e+01°)
1.99526231496887e+05	(3.54905895079626e-04dB,-3.41382910505524e+00°)	(-1.80230038197423e+01dB,8.29234321342328e+01°)	(-1.73044809037123e+01dB,8.58319130789331e+01°)	(-3.53274847234546e+01dB,1.68755345213166e+02°)	(-7.53274847234546e+01dB,1.68755345213166e+02°)	(-5.80232648902123e+01dB,8.30207582322424e+01°)
2.04173794466952e+05	(3.83193990155046e-04dB,-3.49344852621906e+00°)	(-1.82480465836843e+01dB,8.26813843806628e+01°)	(-1.75374266350435e+01dB,8.56586727618703e+01°)	(-3.57854732187278e+01dB,1.68340057142533e+02°)	(-7.57854732187277e+01dB,1.68340057142533e+02°)	(-5.82483072562571e+01dB,8.27764865250034e+01°)
2.08929613085403e+05	(4.12747310973682e-04dB,-3.57493051323817e+00°)	(-1.84715425310842e+01dB,8.24359899640378e+01°)	(-1.77684340541646e+01dB,8.54838033337426e+01°)	(-3.62399765852489e+01dB,1.67919793297780e+02°)	(-7.62399765852489e+01dB,1.67919793297780e+02°)	(-5.84718028257218e+01dB,8.25289193907818e+01°)
2.13796208950222e+05	(4.43618602388007e-04dB,-3.65831899652229e+00°)	(-1.86935541046477e+01dB,8.21870884046764e+01°)	(-1.79975892666358e+01dB,8.53071735082878e+01°)	(-3.66911433712835e+01dB,1.67494261912964e+02°)	(-7.66911433712835e+01dB,1.67494261912964e+02°)	(-5.86938140402080e+01dB,8.22778951347275e+01°)
2.18776162394954e+05	(4.75862454209065e-04dB,-3.74365896972969e+00°)	(-1.89141394612402e+01dB,8.19345205230391e+01°)	(-1.82249725321692e+01dB,8.51286553146163e+01°)	(-3.71391119934093e+01dB,1.67063175837655e+02°)	(-7.71391119934093e+01dB,1.67063175837655e+02°)	(-5.89143990555542e+01dB,8.20232533939722e+01°)
2.23872113856833e+05	(5.09535324297139e-04dB,-3.83099651730178e+00°)	(-1.91333527135476e+01dB,8.16781281280943e+01°)	(-1.84506586354663e+01dB,8.49481237062803e+01°)	(-3.75840113490138e+01dB,1.66626251834375e+02°)	(-7.75840113490138e+01dB,1.66626251834375e+02°)	(-5.91336119834889e+01dB,8.17648348248740e+01°)
2.29086765276776e+05	(5.44695556782088e-04dB,-3.92037884284045e+00°)	(-1.93512441515340e+01dB,8.14177537319035e+01°)	(-1.86747172244952e+01dB,8.47654562107748e+01°)	(-3.80259613760292e+01dB,1.66183209942678e+02°)	(-7.80259613760292e+01dB,1.66183209942678e+02°)	(-5.93515031130826e+01dB,8.15024808165469e+01°)
2.34422881531991e+05	(5.81403394456458e-04dB,-4.01185429836155e+00°)	(-1.95678604454934e+01dB,8.11532402876896e+01°)	(-1.88972131193820e+01dB,8.45805326150689e+01°)	(-3.84650735648755e+01dB,1.65733772902758e+02°)	(-7.84650735648755e+01dB,1.65733772902758e+02°)	(-5.95681191137939e+01dB,8.12360332279372e+01°)
2.39883291901948e+05	(6.19720984739324e-04dB,-4.10547241445935e+00°)	(-1.97832448323031e+01dB,8.08844309490019e+01°)	(-1.91182065947315e+01dB,8.43932346833445e+01°)	(-3.89014514270346e+01dB,1.65277665632346e+02°)	(-7.89014514270346e+01dB,1.65277665632346e+02°)	(-5.97835032217181e+01dB,8.09653341460500e+01°)
2.45470891568501e+05	(6.59712377768055e-04dB,-4.20128393141891e+00°)	(-1.99974372863173e+01dB,8.06111688478744e+01°)	(-1.93377536378753e+01dB,8.42034459036409e+01°)	(-3.93351909241926e+01dB,1.64814614751515e+02°)	(-7.93351909241926e+01dB,1.64814614751515e+02°)	(-5.99976954104761e+01dB,8.06902256632211e+01°)
2.51188643150956e+05	(7.01443515854067e-04dB,-4.29934083131497e+00°)	(-2.02104746761968e+01dB,8.03332968901376e+01°)	(-1.95559061852711e+01dB,8.40110512605323e+01°)	(-3.97663808614679e+01dB,1.64344348150670e+02°)	(-7.97663808614679e+01dB,1.64344348150670e+02°)	(-6.02107325480411e+01dB,8.04105496715874e+01°)
2.57039578276885e+05	(7.44982212765380e-04dB,-4.39969637113848e+00°)	(-2.04223909088385e+01dB,8.00506575662675e+01°)	(-1.97727123390337e+01dB,8.38159370313523e+01°)	(-4.01951032478723e+01dB,1.63866594597620e+02°)	(-8.01951032478723e+01dB,1.63866594597620e+02°)	(-6.04226485406637e+01dB,8.01261476731366e+01°)
2.63026799189536e+05	(7.90398121611311e-04dB,-4.50240511699364e+00°)	(-2.06332170614553e+01dB,7.97630927763428e+01°)	(-1.99882165653720e+01dB,8.36179906037990e+01°)	(-4.06214336268273e+01dB,1.63381083380142e+02°)	(-8.06214336268273e+01dB,1.63381083380142e+02°)	(-6.06334744649491e+01dB,7.98368606039042e+01°)
2.69153480392690e+05	(8.37762689549339e-04dB,-4.60752297941100e+00°)	(-2.08429815027565e+01dB,7.94704436678618e+01°)	(-2.02024598765156e+01dB,8.34171003130456e+01°)	(-4.10454413792721e+01dB,1.62887543980907e+02°)	(-8.10454413792721e+01dB,1.62887543980907e+02°)	(-6.08432386890347e+01dB,7.95425286710652e+01°)
2.75422870333815e+05	(8.87149097869885e-04dB,-4.71510724982450e+00°)	(-2.10517100040893e+01dB,7.91725504853137e+01°)	(-2.04154799975590e+01dB,8.32131552967212e+01°)	(-4.14671900016483e+01dB,1.62385705782035e+02°)	(-8.14671900016483e+01dB,1.62385705782035e+02°)	(-6.10519669837294e+01dB,7.92429912018126e+01°)
2.81838293126444e+05	(9.38632185231952e-04dB,-4.82521663826312e+00°)	(-2.12594258413239e+01dB,7.88692524305317e+01°)	(-2.06273115195016e+01dB,8.30060453663477e+01°)	(-4.18867373608254e+01dB,1.61875297796879e+02°)	(-8.18867373608254e+01dB,1.61875297796879e+02°)	(-6.12596826243956e+01dB,7.89380865030487e+01°)
2.88403150312659e+05	(9.92288352075425e-04dB,-4.93791131231025e+00°)	(-2.14661498881925e+01dB,7.85603875329733e+01°)	(-2.08379860396413e+01dB,8.27956608940053e+01°)	(-4.23041359278338e+01dB,1.61356048426979e+02°)	(-8.23041359278338e+01dB,1.61356048426979e+02°)	(-6.14664064842868e+01dB,7.86276517310306e+01°)
2.95120922666637e+05	(1.04819544386003e-03dB,-5.05325293738716e+00°)	(-2.16719007017355e+01dB,7.82457925291717e+01°)	(-2.10475322903665e+01dB,8.25818927131604e+01°)	(-4.27194329921019e+01dB,1.60827685242332e+02°)	(-8.27194329921019e+01dB,1.60827685242332e+02°)	(-6.16721571199917e+01dB,7.83115227702138e+01°)
3.01995172040200e+05	(1.10643261039167e-03dB,-5.17130471842020e+00°)	(-2.18766946004484e+01dB,7.79253027506925e+01°)	(-2.12559762572922e+01dB,8.23646320327448e+01°)	(-4.31326708577406e+01dB,1.60289934783437e+02°)	(-8.31326708577406e+01dB,1.60289934783437e+02°)	(-6.18769508495792e+01dB,7.79895341206245e+01°)
3.09029543251357e+05	(1.16708013842985e-03dB,-5.29213144295399e+00°)	(-2.20805457356788e+01dB,7.75987520200125e+01°)	(-2.14633412876037e+01dB,8.21437703636852e+01°)	(-4.35438870232824e+01dB,1.59742522383698e+02°)	(-8.35438870232824e+01dB,1.59742522383698e+02°)	(-6.20808018239943e+01dB,7.76615187931771e+01°)
3.16227766016836e+05	(1.23021925439207e-03dB,-5.41579952577730e+00°)	(-2.22834661567782e+01dB,7.72659725537997e+01°)	(-2.16696481893904e+01dB,8.19191994572192e+01°)	(-4.39531143461686e+01dB,1.59185172011019e+02°)	(-8.39531143461686e+01dB,1.59185172011019e+02°)	(-6.22837220922079e+01dB,7.73273082124138e+01°)
3.23593656929626e+05	(1.29593189341659e-03dB,-5.54237705513116e+00°)	(-2.24854658704784e+01dB,7.69267948731414e+01°)	(-2.18749153226897e+01dB,8.16908112544011e+01°)	(-4.43603811931681e+01dB,1.58617606127543e+02°)	(-8.43603811931681e+01dB,1.58617606127543e+02°)	(-6.24857216605919e+01dB,7.69867321262128e+01°)
3.31131121482589e+05	(1.36430043118002e-03dB,-5.67193384057352e+00°)	(-2.26865528949256e+01dB,7.65810477203158e+01°)	(-2.20791586828987e+01dB,8.14584978463221e+01°)	(-4.47657115778244e+01dB,1.58039545566638e+02°)	(-8.47657115778244e+01dB,1.58039545566638e+02°)	(-6.26868085469528e+01dB,7.66396185220577e+01°)
3.38844156139200e+05	(1.43540737374320e-03dB,-5.80454146257797e+00°)	(-2.28867333087834e+01dB,7.62285579817515e+01°)	(-2.22823919771617e+01dB,8.12221514446155e+01°)	(-4.51691252859451e+01dB,1.57450709426367e+02°)	(-8.51691252859451e+01dB,1.57450709426367e+02°)	(-6.28869888296326e+01dB,7.62857935495131e+01°)
3.46736850452529e+05	(1.50933500106534e-03dB,-5.94027332394944e+00°)	(-2.30860112957837e+01dB,7.58691506168593e+01°)	(-2.24846266942939e+01dB,8.09816643619093e+01°)	(-4.55706379900776e+01dB,1.56850814978769e+02°)	(-8.55706379900776e+01dB,1.56850814978769e+02°)	(-6.30862666920592e+01dB,7.59250814485890e+01°)
3.54813389233573e+05	(1.58616495853397e-03dB,-6.07920470314382e+00°)	(-2.32843891850901e+01dB,7.55026485924518e+01°)	(-2.26858721687648e+01dB,8.07369290019317e+01°)	(-4.59702613538548e+01dB,1.56239577594384e+02°)	(-8.59702613538549e+01dB,1.56239577594384e+02°)	(-6.32846444631090e+01dB,7.55573044837088e+01°)
3.63078054770099e+05	(1.66597779088961e-03dB,-6.22141280958346e+00°)	(-2.34818674878172e+01dB,7.51288728225008e+01°)	(-2.28861356392259e+01dB,8.04878378590311e+01°)	(-4.63680031270431e+01dB,1.55616710681532e+02°)	(-8.63680031270431e+01dB,1.55616710681532e+02°)	(-6.34821226536246e+01dB,7.51822828830294e+01°)
3.71535229097170e+05	(1.74885241203858e-03dB,-6.36697684106616e+00°)	(-2.36784449300339e+01dB,7.47476421130012e+01°)	(-2.30854223020419e+01dB,8.02342835269239e+01°)	(-4.67638672320758e+01dB,1.54981925639925e+02°)	(-8.67638672320758e+01dB,1.54981925639925e+02°)	(-6.36786999894180e+01dB,7.47998347828825e+01°)
3.80189396320558e+05	(1.83486550367768e-03dB,-6.51597804337001e+00°)	(-2.38741184825685e+01dB,7.43587731117330e+01°)	(-2.32837353602541e+01dB,7.99761587165114e+01°)	(-4.71578538428226e+01dB,1.54334931828244e+02°)	(-8.71578538428226e+01dB,1.54334931828244e+02°)	(-6.38743734410746e+01dB,7.44097761771274e+01°)
3.89045144994278e+05	(1.92409083493103e-03dB,-6.66849977216315e+00°)	(-2.40688833879230e+01dB,7.39620802627247e+01°)	(-2.34810760683867e+01dB,7.97133562826450e+01°)	(-4.75499594563097e+01dB,1.53675436545370e+02°)	(-8.75499594563097e+01dB,1.53675436545370e+02°)	(-6.40691382508668e+01dB,7.40119208712175e+01°)
3.98107170553494e+05	(2.01659849429861e-03dB,-6.82462755733288e+00°)	(-2.42627331845956e+01dB,7.35573757652331e+01°)	(-2.36774437734838e+01dB,7.94457692597448e+01°)	(-4.79401769580794e+01dB,1.53003145024978e+02°)	(-8.79401769580794e+01dB,1.53003145024978e+02°)	(-6.42629879570759e+01dB,7.36060804407961e+01°)
4.07380277804110e+05	(2.11245402442928e-03dB,-6.98444916985581e+00°)	(-2.44556597291079e+01dB,7.31444695370613e+01°)	(-2.38728359527535e+01dB,7.91732909062003e+01°)	(-4.83284956818614e+01dB,1.52317760443262e+02°)	(-8.83284956818614e+01dB,1.52317760443262e+02°)	(-6.44559144160183e+01dB,7.31920641946412e+01°)
4.16869383470332e+05	(2.21171744941750e-03dB,-7.14805469133685e+00°)	(-2.46476532160259e+01dB,7.27231691820336e+01°)	(-2.40672482481792e+01dB,7.88958147574903e+01°)	(-4.87149014642052e+01dB,1.51618983939524e+02°)	(-8.87149014642051e+01dB,1.51618983939524e+02°)	(-6.46479078220670e+01dB,7.27696791417786e+01°)
4.26579518801589e+05	(2.31444218272320e-03dB,-7.31553658635242e+00°)	(-2.48387021962691e+01dB,7.22932799614496e+01°)	(-2.42606744984502e+01dB,7.86132346879831e+01°)	(-4.90993766947192e+01dB,1.50906514649433e+02°)	(-8.90993766947192e+01dB,1.50906514649433e+02°)	(-6.48389567259585e+01dB,7.23387299625858e+01°)
4.36515832240163e+05	(2.42067380342891e-03dB,-7.48698977774136e+00°)	(-2.50287935939952e+01dB,7.18546047693273e+01°)	(-2.44531067685546e+01dB,7.83254449813721e+01°)	(-4.94819003625499e+01dB,1.50180049750699e+02°)	(-8.94819003625499e+01dB,1.50180049750699e+02°)	(-6.50290480516787e+01dB,7.18990189836929e+01°)
4.46683592150960e+05	(2.53044868653669e-03dB,-7.66251172499366e+00°)	(-2.52179127223581e+01dB,7.14069441112359e+01°)	(-2.46445353773747e+01dB,7.80323404097072e+01°)	(-4.98624480997328e+01dB,1.49439284520943e+02°)	(-8.98624480997328e+01dB,1.49439284520943e+02°)	(-6.52181671122190e+01dB,7.14503461564852e+01°)
4.57088189614872e+05	(2.64379247198242e-03dB,-7.84220250589715e+00°)	(-2.54060432984334e+01dB,7.09500960865015e+01°)	(-2.48349489236160e+01dB,7.77338163209836e+01°)	(-5.02409922220493e+01dB,1.48683912407485e+02°)	(-9.02409922220493e+01dB,1.48683912407485e+02°)	(-6.54062976245024e+01dB,7.09925090389868e+01°)
4.67735141287195e+05	(2.76071835560453e-03dB,-8.02616490160990e+00°)	(-2.55931674576181e+01dB,7.04838563735528e+01°)	(-2.50243343104060e+01dB,7.74297687352345e+01°)	(-5.06175017680241e+01dB,1.47913625108787e+02°)	(-9.06175017680241e+01dB,1.47913625108787e+02°)	(-6.55934217237822e+01dB,7.05253027808937e+01°)
4.78630092322635e+05	(2.88122518301133e-03dB,-8.21450448533579e+00°)	(-2.57792657678130e+01dB,7.00080182181435e+01°)	(-2.52126767688943e+01dB,7.71200944490619e+01°)	(-5.09919425367073e+01dB,1.47128112667205e+02°)	(-9.09919425367073e+01dB,1.47128112667205e+02°)	(-6.57795199778243e+01dB,7.00485201114918e+01°)
4.89778819368442e+05	(3.00529532635421e-03dB,-8.40732971479046e+00°)	(-2.59643172437072e+01dB,6.95223724241608e+01°)	(-2.53999598811870e+01dB,7.68046911485242e+01°)	(-5.13642771248942e+01dB,1.46327063572685e+02°)	(-9.13642771248941e+01dB,1.46327063572685e+02°)	(-6.59645714011910e+01dB,6.95619513301700e+01°)
5.01187233627268e+05	(3.13289232096378e-03dB,-8.60475202865472e+00°)	(-2.61482993614930e+01dB,6.90267073467000e+01°)	(-2.55861656029540e+01dB,7.64834575302711e+01°)	(-5.17344649644470e+01dB,1.45510164876971e+02°)	(-9.17344649644470e+01dB,1.45510164876971e+02°)	(-6.61485534699559e+01dB,6.90653842992066e+01°)
5.12861383991361e+05	(3.26395823725631e-03dB,-8.80688594722310e+00°)	(-2.63311880743505e+01dB,6.85208088870392e+01°)	(-2.57712742860489e+01dB,7.61562934307940e+01°)	(-5.21024623603994e+01dB,1.44677102317833e+02°)	(-9.21024623603994e+01dB,1.44677102317833e+02°)	(-6.63314421371880e+01dB,6.85586044384646e+01°)
5.24807460249768e+05	(3.39841076070151e-03dB,-9.01384917746626e+00°)	(-2.65129578290512e+01dB,6.80044604891119e+01°)	(-2.59552647014868e+01dB,7.58230999636163e+01°)	(-5.24682225305380e+01dB,1.43827560452728e+02°)	(-9.24682225305380e+01dB,1.43827560452728e+02°)	(-6.65132118495553e+01dB,6.80413947215915e+01°)
5.37031796370248e+05	(3.53613994944821e-03dB,-9.22576272273730e+00°)	(-2.66935815840464e+01dB,6.74774431370229e+01°)	(-2.61381140631303e+01dB,7.54837796642229e+01°)	(-5.28316956471767e+01dB,1.42961222801246e+02°)	(-9.28316956471767e+01dB,1.42961222801246e+02°)	(-6.66938355654122e+01dB,6.75135356732700e+01°)
5.49540873857620e+05	(3.67700463728188e-03dB,-9.44275099736371e+00°)	(-2.68730308294130e+01dB,6.69395353531062e+01°)	(-2.63197980524416e+01dB,7.51382366424689e+01°)	(-5.31928288818546e+01dB,1.42077771995575e+02°)	(-9.31928288818546e+01dB,1.42077771995575e+02°)	(-6.68732847747459e+01dB,6.69748053670173e+01°)
5.62341325190345e+05	(3.82082844485586e-03dB,-9.66494194637903e+00°)	(-2.70512756090501e+01dB,6.63905131959629e+01°)	(-2.65002908446630e+01dB,7.47863767421742e+01°)	(-5.35515664537131e+01dB,1.41176889938137e+02°)	(-9.35515664537131e+01dB,1.41176889938137e+02°)	(-6.70515295213720e+01dB,6.64249794229724e+01°)
5.75439937337152e+05	(3.96739536003060e-03dB,-9.89246717066077e+00°)	(-2.72282845455291e+01dB,6.58301502578611e+01°)	(-2.66795651367954e+01dB,7.44281077075454e+01°)	(-5.39078496823245e+01dB,1.40258257965407e+02°)	(-9.39078496823245e+01dB,1.40258257965407e+02°)	(-6.72285384277852e+01dB,6.58638310050498e+01°)
5.88843655355584e+05	(4.11644484314520e-03dB,-1.01254620577538e+01°)	(-2.74040248680168e+01dB,6.52582176608159e+01°)	(-2.68575921777518e+01dB,7.40633393560175e+01°)	(-5.42616170457687e+01dB,1.39321557016833e+02°)	(-9.42616170457687e+01dB,1.39321557016833e+02°)	(-6.74042787230811e+01dB,6.52911308167816e+01°)
6.02559586074353e+05	(4.26766640939612e-03dB,-1.03640659186714e+01°)	(-2.75784624437037e+01dB,6.46744840505983e+01°)	(-2.70343418010673e+01dB,7.36919837570427e+01°)	(-5.46128042447710e+01dB,1.38366467807641e+02°)	(-9.46128042447710e+01dB,1.38366467807641e+02°)	(-6.75787162743851e+01dB,6.47066470950938e+01°)
6.16595001861477e+05	(4.42069363518764e-03dB,-1.06084221309809e+01°)	(-2.77515618131870e+01dB,6.40787155878600e+01°)	(-2.72097824605529e+01dB,7.33139554162887e+01°)	(-5.49613442737400e+01dB,1.37392671004149e+02°)	(-9.49613442737400e+01dB,1.37392671004149e+02°)	(-6.77518156222352e+01dB,6.41101456012044e+01°)
6.30957344480188e+05	(4.57509753074342e-03dB,-1.08586782884910e+01°)	(-2.79232862302684e+01dB,6.34706759354834e+01°)	(-2.73838812692873e+01dB,7.29291714646443e+01°)	(-5.53071674995557e+01dB,1.36399847400128e+02°)	(-9.53071674995557e+01dB,1.36399847400128e+02°)	(-6.79235400203791e+01dB,6.35013896077523e+01°)
6.45654229034650e+05	(4.73037921528196e-03dB,-1.11149863578751e+01°)	(-2.80935977066426e+01dB,6.28501262412003e+01°)	(-2.75566040423391e+01dB,7.25375518513548e+01°)	(-5.56502017489817e+01dB,1.35387678092555e+02°)	(-9.56502017489817e+01dB,1.35387678092555e+02°)	(-6.80938514804627e+01dB,6.28801398812012e+01°)
6.60693448007591e+05	(4.88596182448626e-03dB,-1.13775028425758e+01°)	(-2.82624570619630e+01dB,6.22168251144506e+01°)	(-2.77279153436209e+01dB,7.21390195405548e+01°)	(-5.59903724055839e+01dB,1.34355844655005e+02°)	(-9.59903724055839e+01dB,1.34355844655005e+02°)	(-6.82627108220962e+01dB,6.22461546584882e+01°)
6.76082975391976e+05	(5.04118157417328e-03dB,-1.16463889543494e+01°)	(-2.84298239797843e+01dB,6.15705285963805e+01°)	(-2.78977785372689e+01dB,7.17335007103659e+01°)	(-5.63276025170533e+01dB,1.33304029306746e+02°)	(-9.63276025170533e+01dB,1.33304029306746e+02°)	(-6.84300777287957e+01dB,6.15991896168176e+01°)
6.91830970918931e+05	(5.19527789525185e-03dB,-1.19218107928222e+01°)	(-2.85956570698895e+01dB,6.09109901218206e+01°)	(-2.80661558439465e+01dB,7.13209249536899e+01°)	(-5.66618129138361e+01dB,1.32231915075511e+02°)	(-9.66618129138361e+01dB,1.32231915075511e+02°)	(-6.85959108103103e+01dB,6.09389978354392e+01°)
7.07945784384132e+05	(5.34738254819739e-03dB,-1.22039395334419e+01°)	(-2.87599139375175e+01dB,6.02379604720124e+01°)	(-2.82330084024603e+01dB,7.09012254797429e+01°)	(-5.69929223399779e+01dB,1.31139185951755e+02°)	(-9.69929223399778e+01dB,1.31139185951755e+02°)	(-6.87601676718498e+01dB,6.02653297481805e+01°)
7.24435960074984e+05	(5.49650761543296e-03dB,-1.24929516242193e+01°)	(-2.89225512600141e+01dB,5.95511877168076e+01°)	(-2.83982963370731e+01dB,7.04743393153136e+01°)	(-5.73208475970873e+01dB,1.30025527032121e+02°)	(-9.73208475970873e+01dB,1.30025527032121e+02°)	(-6.89228049907357e+01dB,5.95779330854569e+01°)
7.41310241300911e+05	(5.64153226064914e-03dB,-1.27890289916636e+01°)	(-2.90835248714317e+01dB,5.88504171450065e+01°)	(-2.85619788308845e+01dB,7.00402075046743e+01°)	(-5.76455037023161e+01dB,1.28890624649681e+02°)	(-9.76455037023161e+01dB,1.28890624649681e+02°)	(-6.90837786009999e+01dB,5.88765528044239e+01°)
7.58577575029177e+05	(5.78118813294518e-03dB,-1.30923592563261e+01°)	(-2.92427898556036e+01dB,5.81353911814820e+01°)	(-2.87240142056373e+01dB,6.95987753070312e+01°)	(-5.79668040612409e+01dB,1.27734166488513e+02°)	(-9.79668040612409e+01dB,1.27734166488513e+02°)	(-6.92430435864599e+01dB,5.81609310059217e+01°)
7.76247116628685e+05	(5.91404328313324e-03dB,-1.34031359583704e+01°)	(-2.94003006482167e+01dB,5.74058492896888e+01°)	(-2.88843600082883e+01dB,6.91499923903439e+01°)	(-5.82846606565051e+01dB,1.26555841680033e+02°)	(-9.82846606565051e+01dB,1.26555841680033e+02°)	(-6.94005543827908e+01dB,5.74308068368083e+01°)
7.94328234724275e+05	(6.03848444480123e-03dB,-1.37215587935920e+01°)	(-2.95560111484013e+01dB,5.66615278581811e+01°)	(-2.90429731046581e+01dB,6.86938130203399e+01°)	(-5.85989842530594e+01dB,1.25355340878521e+02°)	(-9.85989842530594e+01dB,1.25355340878521e+02°)	(-6.95562648891147e+01dB,5.66859163763050e+01°)
8.12830516164092e+05	(6.15269752115581e-03dB,-1.40478338603136e+01°)	(-2.97098748403445e+01dB,5.59021600697506e+01°)	(-2.91998097804477e+01dB,6.82301962435055e+01°)	(-5.89096846207922e+01dB,1.24132356313256e+02°)	(-9.89096846207921e+01dB,1.24132356313256e+02°)	(-6.97101285896148e+01dB,5.59259925049676e+01°)
8.31763771102664e+05	(6.25464610115410e-03dB,-1.43821739175761e+01°)	(-2.98618449254240e+01dB,5.51274757518410e+01°)	(-2.93548258498769e+01dB,6.77591060628825e+01°)	(-5.92166707753009e+01dB,1.22886581814723e+02°)	(-9.92166707753009e+01dB,1.22886581814723e+02°)	(-6.98620986856682e+01dB,5.51507647549370e+01°)
8.51138038202369e+05	(6.34204781443345e-03dB,-1.47247986550417e+01°)	(-3.00118744653367e+01dB,5.43372012069560e+01°)	(-2.95079767721595e+01dB,6.72805116054648e+01°)	(-5.95198512374962e+01dB,1.21617712812421e+02°)	(-9.95198512374962e+01dB,1.21617712812421e+02°)	(-7.00121282389752e+01dB,5.43599591401882e+01°)
8.70963589956073e+05	(6.41234831280395e-03dB,-1.50759349750097e+01°)	(-3.01599165366792e+01dB,5.35310590218688e+01°)	(-2.96592177759867e+01dB,6.67943872800997e+01°)	(-5.98191343126660e+01dB,1.20325446301969e+02°)	(-9.98191343126659e+01dB,1.20325446301969e+02°)	(-7.01601703261387e+01dB,5.35532979655840e+01°)
8.91250938133738e+05	(6.46269265179521e-03dB,-1.54358172869312e+01°)	(-3.03059243974032e+01dB,5.27087678545498e+01°)	(-2.98085039921411e+01dB,6.63007129247976e+01°)	(-6.01144283895443e+01dB,1.19009480779347e+02°)	(-1.00114428389544e+02dB,1.19009480779347e+02°)	(-7.03061782051204e+01dB,5.27304996136514e+01°)
9.12010839355902e+05	(6.48989381823641e-03dB,-1.58046878147791e+01°)	(-3.04498516655454e+01dB,5.18700421979049e+01°)	(-2.99557905943051e+01dB,6.57994739425172e+01°)	(-6.04056422598505e+01dB,1.17669516140422e+02°)	(-1.00405642259850e+02dB,1.17669516140422e+02°)	(-7.04501054939698e+01dB,5.18912783081712e+01°)
9.33254300796983e+05	(6.49039813176392e-03dB,-1.61827969175976e+01°)	(-3.05916525105859e+01dB,5.10145921195916e+01°)	(-3.01010329480676e+01dB,6.52906614245516e+01°)	(-6.06926854586535e+01dB,1.16305253544143e+02°)	(-1.00692685458653e+02dB,1.16305253544143e+02°)	(-7.05919063621830e+01dB,5.10353438538504e+01°)
9.54992586021428e+05	(6.46024722062651e-03dB,-1.65704034235084e+01°)	(-3.07312818577537e+01dB,5.01421229774378e+01°)	(-3.02441867680622e+01dB,6.47742722608481e+01°)	(-6.09754686258160e+01dB,1.14916395238286e+02°)	(-1.00975468625816e+02dB,1.14916395238286e+02°)	(-7.07315357350078e+01dB,5.01624013515992e+01°)
9.77237220955802e+05	(6.39503624486383e-03dB,-1.69677749773947e+01°)	(-3.08686956055472e+01dB,4.92523351102537e+01°)	(-3.03852082830964e+01dB,6.42503092367278e+01°)	(-6.12539038886436e+01dB,1.13502644346981e+02°)	(-1.01253903888644e+02dB,1.13502644346981e+02°)	(-7.08689495109639e+01dB,4.92721508892060e+01°)
1.00000000000000e+06	(6.28986801141948e-03dB,-1.73751884024117e+01°)	(-3.10038508566872e+01dB,4.83449235041668e+01°)	(-3.05240544090496e+01dB,6.37187811157292e+01°)	(-6.15279052657368e+01dB,1.12063704619896e+02°)	(-1.01527905265737e+02dB,1.12063704619896e+02°)	(-7.10041047927960e+01dB,4.83642872075375e+01°)
